timestamp,consent,age,gender,province,education_level,stream,gpa,current_status,weekly_skill_hours,skills_learning,learning_reason,learning_source,career_clarity,market_awareness,education_support,career_confidence,challenges,challenge_frequency,career_interest,future_vision,system_adequate,biggest_obstacle,advice,age_mid,gpa_mid,skill_hours_mid,challenge_freq_score,skill_AI / Machine Learning,skill_Business / Entrepreneurship,skill_Data Analyst / Data Science,skill_Digital Marketing / SEO,skill_Graphic Design,skill_None yet,skill_Other,skill_Programming / Coding,skill_Public Speaking / Communication,skill_UI/UX Design,skill_Video Editing / Content Creation,reason_Business / Startups,reason_Freelancing,reason_None yet,reason_Other,reason_Personal Interest,reason_Study abroad preparation,reason_To get a job,reason_University requirements,source_College or school,source_Institute or training center,source_Mentor or teacher,source_None yet,source_Other,"source_Paid online courses (Udemy, Coursera, etc.)",source_Self-study from books/articles,source_YouTube / free online videos,chal_Family pressure,chal_Financial problems,chal_Lack of guidance or mentorship,chal_Lack of motivation,chal_Lack of networking,chal_Lack of opportunities in Nepal,chal_Mental stress or anxiety,chal_Other,chal_Poor internet access,chal_Poor quality of education,chal_Time management issues,skill_breadth,readiness_score,readiness_category
2026/06/29 4:13:09 PM GMT+5:45,Yes,19-21,Male,Madesh,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Data Analyst / Data Science,To get a job;Freelancing,Institute or training center,4.0,3.0,2.0,3.0,Lack of networking,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of mentorship and guidance;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Network with people in your field of interest;Be consistent and patient",20.0,3.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44.652777777777786,Medium
2026/06/29 5:10:28 PM GMT+5:45,Yes,19-21,gay,Madesh,+2 Passed,Management,2.81 - 3.2,Learning professional skills,11-20 hrs,Data Analyst / Data Science;AI / Machine Learning,Freelancing;Personal Interest,YouTube / free online videos;Institute or training center;Self-study from books/articles,3.0,2.0,3.0,3.0,Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,IT / Technology,In Japan ,No,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Use free online resources (YouTube, Coursera, etc.);Take care of your mental health",20.0,3.0,15.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,46.38888888888889,Medium
2026/06/30 9:04:32 PM GMT+5:45,Yes,19-21,Male,Lumbini,+2 Passed,Science,3.21 - 3.6,Studying Bachelor's,6-10 hrs,,Study abroad preparation,"Paid online courses (Udemy, Coursera, etc.)",4.0,5.0,5.0,3.0,Time management issues,Sometimes,Business / Entrepreneurship,..,No,Family and social pressure,Focus on English communication,20.0,3.4,8.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61.04166666666666,Medium
2026/07/01 10:03:26 PM GMT+5:45,Yes,16-18,Male,Gandaki,+2 Passed,Education,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Public Speaking / Communication;,Personal Interest,YouTube / free online videos,4.0,1.0,3.0,3.0,Financial problems;Lack of guidance or mentorship;Poor internet access;Lack of opportunities in Nepal,Sometimes,Advanced mathematics for IT+computer Skill,I have no idea for this .,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Lack of mentorship and guidance;Limited internship and job opportunities;Poor awareness of career options;Family and social pressure;Mental health and stress;Poor internet and tech access in rural areas;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.4,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,37.777777777777786,Low
2026/07/02 8:42:33 AM GMT+5:45,Yes,16-18,Female,Bagmati,,Management,3.21 - 3.6,Waiting for results;Preparing for Bachelor's,3-5 hrs,Public Speaking / Communication,Study abroad preparation,YouTube / free online videos;Self-study from books/articles,4.0,4.0,4.0,3.0,Lack of motivation,Sometimes,IT / Technology,doing backelors ,Maybe,Lack of mentorship and guidance,Be consistent and patient,17.0,3.4,4.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,53.40277777777778,Medium
2026/07/02 8:43:39 AM GMT+5:45,Yes,19-21,Male,Gandaki,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Programming / Coding;,,,5.0,5.0,4.0,4.0,Lack of opportunities in Nepal;Time management issues;Lack of networking,Frequently,Banking / Finance,Banking Sector ,,,,20.0,3.4,8.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,66.31944444444443,Medium
2026/07/02 9:12:00 AM GMT+5:45,Yes,16-18,Male,Lumbini,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,,,2.0,1.0,2.0,2.0,Financial problems;Lack of guidance or mentorship;Lack of opportunities in Nepal,Frequently,Teaching / Education,Government post,Maybe,,,17.0,3.4,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,15.833333333333332,Low
2026/07/02 2:57:09 PM GMT+5:45,Yes,,Female,Bagmati,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,AI / Machine Learning;Graphic Design,To get a job;Freelancing;Business / Startups,YouTube / free online videos;Institute or training center;Self-study from books/articles,4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Lack of networking,Sometimes,IT / Technology,doing bachelors ,Maybe,Lack of practical education;Lack of mentorship and guidance;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Network with people in your field of interest;Be consistent and patient",,3.4,8.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,62.01388888888889,Medium
2026/07/02 3:01:17 PM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Business / Entrepreneurship,Personal Interest,YouTube / free online videos,5.0,5.0,5.0,5.0,Lack of opportunities in Nepal;Time management issues,Sometimes,Business / Entrepreneurship,"I have a small request. I'm conducting a Data Science research project titled ""Career Readiness, Skill Development & Challenges Faced by SEE and +2 Graduates in Nepal.""  I'm collecting responses from SEE and +2 graduates across Nepal through a short 3-minute Google Form. The collected data will be analyzed using Python (Pandas, Matplotlib, and Seaborn), and I'll also build a ""Career Readiness Score model using basic machine learning.",Maybe,Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait",17.0,3.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,74.65277777777777,High
2026/07/02 3:21:19 PM GMT+5:45,Yes,16-18,Female,Lumbini,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,More than 20 hrs,PUMAT ,University requirements,Institute or training center,5.0,5.0,5.0,5.0,Financial problems;Time management issues;Mental stress or anxiety,Sometimes,Study Abroad,I see Myself as a very successful person in about 5 years .,Maybe,Lack of practical education;Weak education system / outdated curriculum;Limited internship and job opportunities;Poor awareness of career options;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",17.0,3.4,25.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,86.66666666666666,High
2026/07/02 4:15:52 PM GMT+5:45,Yes,16-18,Male,Bagmati,+2 Passed,,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,Programming / Coding;Public Speaking / Communication,To get a job;Freelancing;Business / Startups,YouTube / free online videos;Self-study from books/articles,4.0,3.0,4.0,5.0,Financial problems;Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,Engineering,senior system engineer,No,Lack of practical education;Poor awareness of career options;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.)",17.0,3.4,4.0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,60.76388888888889,Medium
2026/07/02 4:38:22 PM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,0 - 2 hrs,None yet,To get a job,YouTube / free online videos,2.0,1.0,2.0,1.0,Financial problems;Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,Business / Entrepreneurship,i dont know ,Maybe,Brain drain (talented people leaving Nepal),Don't rely only on grades — build real skills,17.0,3.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,14.16666666666667,Low
2026/07/02 5:42:41 PM GMT+5:45,Yes,16-18,Male,Karnali,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's,0 - 2 hrs,None yet,Personal Interest,YouTube / free online videos,5.0,2.0,3.0,3.0,Financial problems;Lack of opportunities in Nepal;Lack of networking,Frequently,IT / Technology,I don't know ,No,Limited internship and job opportunities,Explore career options before choosing a stream,17.0,2.6,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,42.08333333333334,Medium
2026/07/02 5:49:07 PM GMT+5:45,Yes,19-21,Male,Sudurpaschim,Diploma in engineering ,Civil,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Business / Entrepreneurship,Personal Interest,YouTube / free online videos,5.0,5.0,5.0,5.0,Financial problems;Lack of opportunities in Nepal;Lack of networking,Sometimes,Engineering,As Gov 7th level engineer ,Yes,Lack of practical education;Political instability affecting opportunities,"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest",20.0,3.4,8.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,77.15277777777776,High
2026/07/02 6:26:54 PM GMT+5:45,Yes,16-18,Male,Koshi,+2 Passed,Management,Above 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,,,4.0,4.0,1.0,5.0,Lack of motivation;Time management issues;Mental stress or anxiety,Frequently,Business / Entrepreneurship,Goals are not spoken; they are achieved.,No,Lack of practical education;Weak education system / outdated curriculum;Family and social pressure;Mental health and stress;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Network with people in your field of interest",17.0,3.8,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49.583333333333336,Medium
2026/07/02 7:06:22 PM GMT+5:45,Yes,16-18,Male,Lumbini,+2 Passed,Technical stream (electrical engineering),3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,,,2.0,3.0,1.0,2.0,Financial problems;Lack of opportunities in Nepal;Lack of networking,Always,Engineering,Engineering graduate and fresher in related field ,No,Lack of practical education;Weak education system / outdated curriculum,Explore career options before choosing a stream,17.0,3.4,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,17.5,Low
2026/07/02 8:04:17 PM GMT+5:45,Yes,16-18,Female,Sudurpaschim,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Programming / Coding,Personal Interest,YouTube / free online videos;Self-study from books/articles,2.0,3.0,2.0,3.0,Financial problems;Lack of guidance or mentorship;Mental stress or anxiety,Sometimes,Engineering,"In five years, I see myself as a skilled and responsible computer engineer working on real-world software and technology solutions. By then, I hope to have completed my engineering degree, gained practical experience through internships and projects, and developed strong programming and problem-solving skills. I also want to continue learning new technologies such as artificial intelligence, cybersecurity, and cloud computing. My long-term goal is to contribute to innovative projects that make people's lives easier while continuously improving my knowledge and growing both professionally and personally.",Maybe,Lack of practical education;Financial barriers;Limited internship and job opportunities;Poor awareness of career options;Poor internet and tech access in rural areas;Political instability affecting opportunities,"Start learning skills early, don't wait;Explore career options before choosing a stream;Don't rely only on grades — build real skills;Take care of your mental health",17.0,3.4,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,32.777777777777786,Low
2026/07/03 8:08:33 AM GMT+5:45,Yes,19-21,Male,Gandaki,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,,YouTube / free online videos,1.0,1.0,1.0,1.0,Lack of motivation;Lack of opportunities in Nepal;Time management issues;,Sometimes,IT / Technology,,Yes,Lack of practical education,"Start learning skills early, don't wait",20.0,3.4,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,6.666666666666668,Low
2026/07/03 10:29:22 AM GMT+5:45,Yes,16-18,Male,Lumbini,,,Above 3.6,Preparing for Bachelor's,11-20 hrs,Programming / Coding;Graphic Design;UI/UX Design;Public Speaking / Communication,Personal Interest,YouTube / free online videos,3.0,5.0,1.0,3.0,Financial problems;Lack of guidance or mentorship;Family pressure,Sometimes,Engineering,,No,Lack of practical education;Weak education system / outdated curriculum;Family and social pressure,"Start learning skills early, don't wait;Build a portfolio or personal projects;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",17.0,3.8,15.0,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,54.861111111111114,Medium
2026/07/03 9:30:29 PM GMT+5:45,Yes,16-18,Female,Karnali,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,Personal Interest,Self-study from books/articles,5.0,1.0,1.0,5.0,Financial problems;Lack of opportunities in Nepal;Time management issues,Sometimes,Banking / Finance,In nepal ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Lack of mentorship and guidance;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Focus on English communication",17.0,3.4,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,46.666666666666664,Medium
2026/07/03 9:42:44 PM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Management,Above 3.6,Preparing for Bachelor's,,None yet,,,2.0,3.0,2.0,4.0,Financial problems;Lack of motivation;Lack of opportunities in Nepal;Mental stress or anxiety;Lack of networking,Sometimes,Business / Entrepreneurship,Doing business or in banking or finance sector,No,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance;Limited internship and job opportunities;Poor awareness of career options;Family and social pressure;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Focus on English communication;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.8,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,38.54166666666667,Low
2026/07/04 9:12:53 PM GMT+5:45,Yes,16-18,Male,Lumbini,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,None yet,University requirements,YouTube / free online videos,3.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation,Sometimes,Cyber security which is through BEIT in bachelor ,In nepal 😁😂,Maybe,Weak education system / outdated curriculum;Financial barriers;Poor awareness of career options;Political instability affecting opportunities,"Start learning skills early, don't wait;Explore career options before choosing a stream;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",17.0,3.4,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,50.416666666666664,Medium
2026/07/04 9:14:04 PM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,None yet,To get a job,Self-study from books/articles,5.0,1.0,5.0,5.0,Lack of opportunities in Nepal;Mental stress or anxiety,Always,Business / Entrepreneurship,Sucess,Maybe,Political instability affecting opportunities,Be consistent and patient,17.0,3.4,4.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,51.87500000000001,Medium
2026/07/04 9:17:39 PM GMT+5:45,Yes,19-21,Male,Bagmati,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,Programming / Coding;Cyber security ,Personal Interest,"Paid online courses (Udemy, Coursera, etc.);Self-study from books/articles",5.0,4.0,3.0,5.0,Poor quality of education;Lack of opportunities in Nepal;Lack of networking,Always,Engineering,,Maybe,Limited internship and job opportunities;Poor awareness of career options;Brain drain (talented people leaving Nepal),Don't rely only on grades — build real skills,20.0,3.4,4.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,59.236111111111114,Medium
2026/07/05 6:39:27 AM GMT+5:45,Yes,16-18,Male,Madesh,Awaiting +2 Results,Management,Above 3.6,Preparing for Bachelor's,0 - 2 hrs,Video Editing / Content Creation,Personal Interest,YouTube / free online videos,3.0,4.0,2.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Time management issues,Always,IT / Technology,Being influencer / youtuber,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance;Limited internship and job opportunities;Poor internet and tech access in rural areas;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),Don't rely only on grades — build real skills,17.0,3.8,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,39.861111111111114,Low
2026/07/05 1:51:19 PM GMT+5:45,Yes,19-21,Male,Lumbini,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Graphic Design;Video Editing / Content Creation,Personal Interest,YouTube / free online videos,5.0,3.0,5.0,5.0,Financial problems;Time management issues,Sometimes,Engineering,In USA for direct PhD ,Yes,Lack of practical education;Poor awareness of career options;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",20.0,3.4,8.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,70.76388888888889,High
2026/07/07 9:31:35 PM GMT+5:45,Yes,19-21,Female,Gandaki,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's,3-5 hrs,Graphic Design,Freelancing,Institute or training center,5.0,5.0,1.0,5.0,Financial problems;Family pressure;Lack of opportunities in Nepal,Always,Bhm,Idk,No,Lack of practical education;Family and social pressure;Political instability affecting opportunities,Don't rely only on grades — build real skills;Network with people in your field of interest;Be consistent and patient,20.0,2.6,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,57.986111111111114,Medium
2026/07/09 8:26:26 AM GMT+5:45,Yes,16-18,Male,Bagmati,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning;Graphic Design,To get a job;Freelancing,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,4.0,Lack of motivation;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Explore career options before choosing a stream;Be consistent and patient",17.0,3.4,4.0,1.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,61.736111111111114,Medium
2026/07/09 8:28:39 AM GMT+5:45,Yes,19-21,Male,Bagmati,+2 Passed,,2.81 - 3.2,Studying Bachelor's;Learning professional skills,3-5 hrs,Graphic Design;UI/UX Design,To get a job;Freelancing,College or school;Mentor or teacher,4.0,4.0,3.0,4.0,Lack of guidance or mentorship;Family pressure;Poor internet access,Sometimes,IT / Technology,IDK,Maybe,Poor awareness of career options;Brain drain (talented people leaving Nepal),Focus on English communication;Explore career options before choosing a stream;Find a mentor or role model;Be consistent and patient,20.0,3.0,4.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,57.013888888888886,Medium
2026/07/09 8:40:24 AM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Management,2.4 - 2.8,Gap Year,,Business / Entrepreneurship,Business / Startups,Self-study from books/articles;Mentor or teacher,4.0,4.0,4.0,4.0,Lack of opportunities in Nepal;Lack of networking,Frequently,Business / Entrepreneurship,idk,Maybe,Lack of practical education;Mental health and stress,Don't rely only on grades — build real skills;Network with people in your field of interest;Be consistent and patient,20.0,2.6,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,55.06944444444445,Medium
2026/07/09 4:37:11 PM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Data Analyst / Data Science,To get a job;Freelancing,"Paid online courses (Udemy, Coursera, etc.)",2.0,3.0,3.0,3.0,Lack of motivation;Lack of networking,Sometimes,IT / Technology,DOING BACHELOR ,Yes,Lack of practical education,"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills",17.0,3.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,37.15277777777778,Low
2026/07/09 9:09:53 PM GMT+5:45,Yes,19-21,Male,Sudurpaschim,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Personal Interest;Study abroad preparation,YouTube / free online videos,5.0,5.0,5.0,5.0,Financial problems,Always,IT / Technology,..,Maybe,Weak education system / outdated curriculum;Limited internship and job opportunities;Political instability affecting opportunities,"Start learning skills early, don't wait;Focus on English communication",20.0,3.4,1.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,68.33333333333333,Medium
2026/07/09 9:42:52 PM GMT+5:45,Yes,22-25,Male,Sudurpaschim,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Video Editing / Content Creation;Public Speaking / Communication,Personal Interest,Working ,5.0,3.0,3.0,5.0,Financial problems;Lack of guidance or mentorship,Sometimes,Business / Entrepreneurship,Hopefully in 5 years - I will be doing commentary for the national and international level in cricket and teaching financial literacy to people and helping them to take a right decision about financial.,No,Lack of practical education;Weak education system / outdated curriculum;Limited internship and job opportunities;Political instability affecting opportunities,"Start learning skills early, don't wait;Build a portfolio or personal projects;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",23.5,3.4,1.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,61.38888888888889,Medium
2026/07/13 3:39:04 PM GMT+5:45,Yes,19-21,Male,Koshi,SEE Passed,Just SEE Passed,3.21 - 3.6,Gap Year,3-5 hrs,None yet,not done yet,no i am not learning ,2.0,2.0,1.0,2.0,Poor quality of education,Sometimes,IT / Technology,doing bachelor ,Maybe,Limited internship and job opportunities,Don't rely only on grades — build real skills,20.0,3.4,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.291666666666668,Low
2026/07/13 3:40:30 PM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Programming / Coding,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center;Self-study from books/articles",4.0,4.0,4.0,5.0,Financial problems;Mental stress or anxiety;Lack of networking,Sometimes,IT / Technology,doing bachelors ,Maybe,Political instability affecting opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Focus on English communication;Find a mentor or role model;Don't rely only on grades — build real skills;Take care of your mental health",20.0,3.4,8.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,65.90277777777777,Medium
2026/07/13 3:43:11 PM GMT+5:45,Yes,16-18,Female,Karnali,,Just SEE Passed,Above 3.6,Waiting for results,0 - 2 hrs,None yet,,,2.0,2.0,2.0,2.0,Lack of opportunities in Nepal,Sometimes,IT / Technology,bachelor ,Maybe,Family and social pressure;Mental health and stress,"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.8,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.916666666666664,Low
